Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Cause_of_accident,hour,minute,session,Accident_severity
4.0,3.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,2.0,7.0,6.0,7.0,0.0,3.0,0.0,2.0,8.0,3.0,1.0,2.0,2.0,1.0,0.0,2.0,3.0,3.0,19.0,39.0,1.0,0.0
4.0,4.0,0.0,0.0,2.0,0.0,5.0,3.0,2.0,2.0,7.0,4.0,7.0,0.0,3.0,0.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,9.0,19.0,39.0,1.0,0.0
4.0,0.0,1.0,4.0,2.0,2.0,8.0,3.0,2.0,2.0,7.0,1.0,7.0,0.0,3.0,0.0,2.0,8.0,3.0,1.0,2.0,1.0,0.0,0.0,2.0,3.0,10.0,19.0,39.0,1.0,0.0
6.0,0.0,1.0,4.0,2.0,1.0,5.0,1.0,1.0,1.8,9.0,4.0,0.0,0.0,0.0,3.0,2.0,8.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,0.0,5.0,20.0,40.0,1.0,0.0
6.0,1.0,1.0,2.0,2.0,2.0,9.0,3.0,3.4,2.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,5.0,3.0,0.0,1.0,20.0,40.0,1.0,0.0
6.0,1.0,1.0,4.0,2.0,1.4,5.0,0.0,2.6,2.0,9.0,2.0,0.0,0.0,0.0,3.0,2.0,8.0,2.0,4.0,2.0,0.0,0.0,1.0,2.0,0.4,12.0,20.0,40.0,1.0,0.0
6.0,1.0,1.0,2.8,2.0,4.0,5.0,3.0,2.4,2.0,6.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,0.6,0.0,20.0,40.0,1.0,0.0
6.0,1.0,1.0,4.0,0.0,3.0,8.0,3.0,3.0,2.0,9.0,3.2,1.0,0.0,0.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,0.0,3.0,2.0,3.0,9.0,6.0,52.0,0.0,0.0
6.0,1.0,1.0,1.0,0.0,1.0,6.0,3.0,2.0,2.0,6.0,4.0,1.0,0.0,0.0,3.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,3.0,10.0,6.0,52.0,0.0,0.0
4.0,4.0,0.0,4.0,0.0,1.0,5.0,3.0,2.0,2.0,6.0,4.0,1.0,0.0,0.0,0.0,2.0,8.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,9.0,23.0,53.0,4.0,0.0
2.0,3.0,1.0,1.0,0.0,1.0,7.0,3.0,5.0,2.0,2.0,6.0,7.0,0.0,0.0,3.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,9.0,13.0,44.0,5.0,0.0
1.0,1.0,1.0,4.0,0.0,3.0,10.0,3.0,5.0,2.0,7.0,2.0,7.0,0.0,3.0,0.0,4.0,8.0,2.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,3.0,22.0,48.0,4.0,0.0
1.0,1.0,2.0,2.0,0.0,3.0,0.0,3.0,5.0,2.0,4.0,2.0,7.0,0.0,3.0,0.0,4.0,8.0,2.0,1.0,3.0,0.0,1.0,0.0,2.0,3.0,1.0,22.0,48.0,4.0,0.0
4.0,1.0,1.0,4.0,0.0,3.0,8.0,3.0,4.0,2.0,7.0,4.0,1.0,0.0,3.0,3.0,4.0,8.0,2.0,2.0,2.0,3.0,2.0,5.0,3.0,0.0,13.0,16.0,30.0,5.0,0.0
4.0,1.0,1.0,4.0,0.0,2.0,10.0,3.0,2.2,2.0,7.0,4.0,1.0,0.0,3.0,3.0,4.0,8.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,16.0,30.0,5.0,0.0
4.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,3.0,2.0,1.0,4.0,1.0,0.0,3.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,0.0,1.0,16.0,30.0,5.0,0.0
6.0,2.0,1.0,1.0,0.0,1.0,5.0,3.0,2.0,2.0,6.0,2.6,3.0,0.0,3.0,0.0,2.0,8.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,1.8,1.0,6.0,53.0,0.0,0.0
6.0,0.0,1.0,4.0,0.0,1.0,5.0,3.0,1.0,2.0,9.0,1.0,3.0,0.0,3.0,0.0,2.0,6.0,2.0,1.0,2.0,3.0,2.0,5.0,3.0,0.0,10.0,6.0,53.0,0.0,0.0
2.0,0.0,1.0,4.0,2.0,1.0,14.0,3.0,3.0,2.0,7.0,2.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,3.0,1.0,0.0,3.0,12.0,10.0,3.0,0.0
3.0,0.0,1.0,2.2,2.0,1.6,11.0,3.0,5.0,2.0,6.0,4.0,1.0,0.0,0.0,3.0,2.0,8.0,2.0,5.0,3.0,0.0,1.0,0.0,2.0,1.2,12.0,11.0,16.0,3.0,0.0
3.0,0.0,1.0,4.0,2.0,2.0,9.0,3.0,5.0,2.0,9.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,2.0,5.0,2.0,3.0,2.0,5.0,3.0,1.4,12.0,11.0,16.0,3.0,0.0
3.0,0.0,1.0,4.0,2.0,4.0,7.0,3.0,5.0,2.0,7.0,2.0,1.0,0.0,0.0,3.0,2.0,2.0,2.0,5.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,11.0,16.0,3.0,0.0
3.0,0.0,1.0,4.0,2.0,1.0,9.0,3.0,4.0,2.0,7.0,2.0,1.0,0.0,0.0,3.0,2.0,8.0,2.0,5.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,11.0,16.0,3.0,0.0
3.0,0.0,1.0,1.0,0.0,1.0,7.0,3.0,3.4,2.0,1.0,2.0,1.0,0.0,0.0,3.0,2.0,2.0,2.0,5.0,3.0,2.0,1.0,1.0,2.0,0.0,1.0,11.0,16.0,3.0,0.0
3.0,0.0,1.0,4.0,0.0,1.0,9.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,2.0,2.0,2.0,5.0,2.6,0.0,1.0,4.0,2.0,0.0,0.0,11.0,16.0,3.0,0.0
5.0,2.0,1.0,0.0,0.0,3.0,14.0,3.0,5.0,2.0,6.0,4.0,1.0,0.0,0.0,0.0,2.0,6.0,2.0,1.0,2.0,3.0,2.0,5.0,3.0,0.0,5.0,17.0,55.0,1.0,0.0
4.0,1.0,1.0,1.0,2.0,1.0,7.0,3.0,0.0,2.0,6.4,4.0,7.0,0.0,0.0,0.0,2.0,8.0,1.0,1.0,4.0,0.0,1.0,0.0,2.0,0.0,11.0,18.0,55.0,1.0,0.0
0.0,2.0,1.0,1.0,0.0,2.0,5.0,3.0,1.0,2.0,6.0,0.0,1.0,0.0,0.0,3.0,2.0,8.0,3.0,2.0,9.0,0.0,1.0,0.0,2.0,1.0,1.0,13.0,0.0,5.0,0.0
0.0,2.0,1.0,1.0,0.0,2.0,7.0,3.0,1.0,2.0,0.0,4.0,1.0,0.0,0.0,3.0,2.0,8.0,3.0,2.0,0.0,2.0,1.0,0.0,2.0,1.6,9.0,13.0,0.0,5.0,0.0
0.0,1.0,1.0,1.0,0.0,1.0,10.0,2.4,1.6,2.0,13.0,6.0,1.0,0.0,0.0,3.0,2.0,8.0,3.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,10.0,13.0,0.0,5.0,0.0
0.0,0.0,1.0,1.0,0.0,2.0,7.0,3.0,2.6,2.0,4.0,6.0,1.0,0.0,0.0,3.0,2.0,8.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,15.0,13.0,0.0,5.0,0.0
2.0,0.0,1.0,4.0,0.0,2.0,7.0,3.0,2.0,1.8,7.0,4.0,1.0,0.0,0.0,0.0,2.0,8.0,1.0,4.0,4.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,18.0,2.0,0.0
2.0,0.0,1.0,4.0,0.0,4.0,3.0,1.0,1.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,3.0,2.0,0.0,9.0,1.0,18.0,2.0,0.0
2.0,0.0,1.0,4.0,0.0,1.0,10.0,3.0,2.4,2.0,9.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,4.0,3.0,3.0,2.0,5.0,3.0,0.0,2.0,1.0,18.0,2.0,0.0
2.0,0.0,1.0,4.0,0.0,1.0,13.0,0.0,3.0,2.0,7.0,2.0,1.0,0.0,0.0,0.0,2.0,8.0,1.0,4.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,18.0,2.0,0.0
0.0,1.0,1.0,2.0,0.0,2.0,0.0,3.0,3.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,2.0,8.0,1.0,1.0,2.0,3.0,2.0,5.0,3.0,0.0,11.0,2.0,47.0,2.0,0.0
3.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,2.2,2.0,7.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,2.0,1.0,5.0,0.0,1.0,4.0,2.0,0.4,10.0,15.0,17.0,5.0,0.0
3.0,1.0,1.0,4.0,2.0,2.0,0.0,3.0,1.8,2.0,7.0,6.0,1.0,2.0,0.0,3.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,0.2,9.0,15.0,17.0,5.0,0.0
6.0,2.0,1.0,4.0,0.0,0.0,5.0,3.0,3.8,2.0,6.0,6.0,1.0,0.0,3.0,0.0,4.0,8.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,20.0,0.0,1.0,0.0
4.0,1.0,1.0,2.0,0.0,4.0,0.0,3.0,2.2,2.0,5.2,2.0,7.0,0.0,0.0,3.0,2.0,8.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,10.0,16.0,36.0,5.0,0.0
4.0,0.0,1.0,3.0,0.0,1.6,0.0,3.0,0.0,2.0,6.0,4.0,7.0,0.0,0.0,3.0,2.0,8.0,2.0,1.0,2.0,3.0,2.0,5.0,3.0,0.0,0.0,16.0,36.0,5.0,0.0
1.0,1.0,1.0,4.0,0.0,1.0,0.0,3.0,5.0,2.0,6.0,2.0,1.0,0.0,0.0,3.0,2.0,8.0,2.0,2.0,7.0,0.0,1.0,1.0,2.0,0.0,7.0,9.0,35.0,3.0,0.0
1.0,1.0,1.0,4.0,0.0,0.0,9.0,3.0,5.0,2.0,7.0,4.0,1.0,0.0,0.0,3.0,2.0,8.0,2.0,2.0,2.8,3.0,2.0,5.0,3.0,1.0,11.0,9.0,35.0,3.0,0.0
3.0,1.0,1.0,4.0,0.0,2.0,8.0,3.0,5.0,2.0,6.0,4.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,5.0,3.0,0.8,3.0,21.0,15.0,4.0,0.0
3.0,1.0,1.0,4.0,0.0,3.0,0.0,3.0,5.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,5.0,3.0,0.2,0.0,21.0,15.0,4.0,0.0
3.0,0.0,1.0,4.0,0.0,1.0,7.0,3.0,5.0,2.0,6.0,4.0,1.0,0.0,0.0,0.0,2.0,8.0,2.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,3.0,21.0,15.0,4.0,0.0
3.0,0.0,1.0,4.0,2.0,3.0,5.4,3.0,5.0,2.0,7.0,4.0,1.0,0.0,0.0,0.0,2.0,8.0,2.0,4.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,21.0,15.0,4.0,0.0
2.0,2.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,2.0,9.0,6.0,1.0,0.0,0.0,3.0,2.0,8.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,10.0,14.0,45.0,5.0,0.0
4.0,0.0,1.0,2.8,0.4,1.8,9.0,3.0,5.0,2.0,12.0,2.8,0.0,0.0,0.0,0.0,2.0,8.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,0.0,10.0,21.0,15.0,4.0,0.0
4.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.8,2.0,12.0,4.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,1.0,2.0,3.0,2.0,5.0,3.0,3.0,1.0,21.0,15.0,4.0,0.0
2.0,0.0,1.0,4.0,0.0,4.0,8.0,3.0,1.0,1.6,2.0,2.0,7.0,0.0,3.0,0.0,4.0,8.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,10.0,21.0,0.0,4.0,0.0
6.0,2.0,1.0,2.0,0.0,1.0,8.0,3.0,4.0,2.0,6.0,2.0,7.0,0.0,0.0,3.0,2.0,8.0,1.0,1.0,2.0,3.0,2.0,5.0,3.0,0.0,10.0,11.0,44.0,3.0,0.0
2.0,3.0,1.0,4.0,0.0,2.0,10.0,3.0,1.0,2.0,5.0,2.0,1.0,0.0,0.0,0.0,2.0,8.0,2.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,9.0,3.0,32.0,2.0,0.0
2.0,1.0,1.0,4.0,0.0,2.0,10.0,0.0,5.0,2.0,7.0,2.0,3.0,2.0,0.0,0.0,2.0,8.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,12.0,11.0,45.0,3.0,0.0
0.0,1.0,1.0,4.0,0.0,2.0,5.0,3.0,2.8,1.8,6.0,6.0,3.4,0.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,4.0,2.0,0.6,12.0,7.0,50.0,0.0,0.0
3.0,0.0,1.0,4.0,2.0,2.0,8.0,3.0,2.2,2.0,7.0,1.0,2.2,0.0,3.0,3.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,0.0,2.0,0.6,1.0,19.0,55.0,1.0,0.0
3.0,1.0,1.0,2.8,2.0,2.0,7.0,3.0,2.6,2.0,9.0,4.0,7.0,0.0,3.0,3.0,4.0,8.0,2.0,4.0,1.0,3.0,2.0,5.0,3.0,0.0,4.0,19.0,55.0,1.0,0.0
3.0,2.0,1.0,4.0,0.0,2.0,5.0,3.0,3.0,2.0,1.0,1.0,2.0,0.0,3.0,3.0,4.0,1.0,2.0,4.0,1.0,0.0,1.0,3.0,2.0,0.0,9.0,20.0,30.0,1.0,0.0
6.0,0.0,1.0,1.0,0.0,2.0,5.0,3.0,3.0,2.0,6.0,4.0,1.2,4.0,0.0,0.0,2.0,8.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.2,10.0,20.0,30.0,1.0,0.0
6.0,2.0,1.0,4.0,2.0,1.0,6.8,3.0,2.0,2.0,7.0,2.0,4.2,0.0,0.0,3.0,2.0,8.0,3.0,2.0,9.0,0.0,1.0,0.0,2.0,0.6,10.0,16.0,0.0,5.0,0.0
6.0,0.0,1.0,4.0,0.0,3.0,7.0,3.0,5.0,2.0,9.0,2.0,4.6,0.0,0.0,3.0,2.0,8.0,3.0,2.0,4.0,2.0,1.0,0.0,2.0,3.0,11.0,16.0,0.0,5.0,0.0
5.0,1.0,1.0,4.0,0.0,1.0,0.0,3.0,1.0,2.0,7.0,4.0,3.6,0.0,0.0,3.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,3.0,13.0,9.0,5.0,0.0
5.0,2.0,1.0,4.0,0.0,0.0,14.0,3.0,1.0,2.0,9.0,4.0,1.4,0.0,0.0,3.0,2.0,8.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,10.0,13.0,9.0,5.0,0.0
0.0,3.0,1.0,4.0,0.0,3.0,5.0,3.0,5.0,2.0,12.0,4.0,2.2,0.0,0.0,0.0,2.0,8.0,1.0,4.0,2.0,0.0,1.0,1.0,2.0,0.6,9.0,17.0,25.0,1.0,0.0
0.0,1.0,1.0,4.0,0.0,2.0,5.0,3.0,1.4,2.0,6.0,2.0,3.4,0.0,0.0,0.0,2.0,2.0,1.0,4.0,7.0,2.0,1.0,3.0,2.0,0.0,7.0,17.0,25.0,1.0,0.0
0.0,1.0,1.0,2.0,0.0,1.0,3.0,3.0,5.0,2.0,6.0,2.0,3.0,2.0,0.0,0.0,2.0,8.0,1.0,4.0,4.2,3.0,2.0,5.0,3.0,0.0,16.0,17.0,25.0,1.0,0.0
0.0,1.0,1.0,2.0,2.0,1.0,11.0,3.0,2.0,2.0,6.0,2.0,2.2,0.0,0.0,0.0,2.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,14.0,17.0,25.0,1.0,0.0
0.0,4.0,1.0,4.0,0.0,2.0,0.0,3.0,1.0,2.0,9.0,4.0,4.4,0.0,0.0,0.0,2.0,8.0,1.0,1.0,8.0,3.0,2.0,5.0,3.0,2.0,10.0,18.0,0.0,1.0,0.0
3.0,0.0,0.0,6.0,0.0,2.0,4.0,3.0,1.0,2.0,7.0,6.0,3.2,0.0,0.0,3.0,2.0,1.0,2.0,1.0,4.0,0.0,1.0,4.0,2.0,0.0,7.0,0.0,10.0,2.0,0.0
3.0,0.0,1.0,6.0,0.0,2.0,8.0,3.0,3.0,2.0,2.0,2.0,4.4,0.0,0.0,3.0,2.0,8.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,3.0,16.0,0.0,10.0,2.0,0.0
6.0,0.0,1.0,2.0,0.0,1.0,4.0,3.0,3.8,2.0,9.0,4.0,1.0,0.0,3.0,0.0,4.0,8.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,12.0,20.0,30.0,1.0,0.0
